"INDEX_NAME"	"SAMPLEID"	"INDEX_REGION"	"DATE"	"TAXAID"	"N_TAXA"	"EXCLUDE"	"NONTARGET"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Other_Taxa"	"Tribe"	"FFG"	"TolVal"	"Habit"	"FinalTolVal07"	"FinalTolVal08"
"MIEGLE_2020"	"CHGX-435-R-1111"	"Narrow"	"1788-04-28"	"PHYSA"	3	FALSE	FALSE	"Mollusca"	"Gastropoda"	"Basommatophora"	"Physidae"	"Physa"	"Mollusca"	""	"Scraper"	8	"cb"	7	7
"MIEGLE_2020"	"CHGX-435-R-1111"	"Narrow"	"1788-04-28"	"COENAGRIONIDAE"	4	FALSE	FALSE	"Arthropoda"	"Insecta"	"Odonata"	"Coenagrionidae"	""	""	""	"Predator"	8	"cb"	9	9
"MIEGLE_2020"	"CHGX-435-R-1111"	"Narrow"	"1788-04-28"	"ARGIA"	2	FALSE	FALSE	"Arthropoda"	"Insecta"	"Odonata"	"Coenagrionidae"	"Argia"	""	""	"Predator"	8	"cn, cb, sp"	9.3	9.3
"MIEGLE_2020"	"CHGX-435-R-1111"	"Narrow"	"1788-04-28"	"CHEUMATOPSYCHE"	13	FALSE	FALSE	"Arthropoda"	"Insecta"	"Trichoptera"	"Hydropsychidae"	"Cheumatopsyche"	""	""	"Filterer"	5	"cn"	6.5	6.5
"MIEGLE_2020"	"CHGX-435-R-1111"	"Narrow"	"1788-04-28"	"HYDROPSYCHE"	10	FALSE	FALSE	"Arthropoda"	"Insecta"	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	""	""	"Filterer"	5	"cn"	7.5	7.5
"MIEGLE_2020"	"CHGX-435-R-1111"	"Narrow"	"1788-04-28"	"PARATANYTARSUS"	2	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Paratanytarsus"	"Chironominae"	"Tanytarsini"	"Collector"	7	"sp"	7.7	7.7
"MIEGLE_2020"	"CHGX-435-R-1111"	"Narrow"	"1788-04-28"	"ORTHOCLADIINAE"	8	TRUE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	""	"Collector"	7	""	7.6	7.6
"MIEGLE_2020"	"CHGX-435-R-1111"	"Narrow"	"1788-04-28"	"CRICOTOPUS"	10	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Cricotopus"	"Orthocladiinae"	""	"Shredder"	7	"cn, bu"	9.6	9.6
"MIEGLE_2020"	"CHGX-435-R-1111"	"Narrow"	"1788-04-28"	"EUKIEFFERIELLA"	5	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Eukiefferiella"	"Orthocladiinae"	""	"Collector"	7	"sp"	6.1	6.1
"MIEGLE_2020"	"CHGX-435-R-1111"	"Narrow"	"1788-04-28"	"ORTHOCLADIUS"	26	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Orthocladius"	"Orthocladiinae"	""	"Collector"	7	"sp, bu"	9.2	9.2
"MIEGLE_2020"	"CHGX-435-R-1111"	"Narrow"	"1788-04-28"	"PARAMETRIOCNEMUS"	2	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Parametriocnemus"	"Orthocladiinae"	""	"Collector"	7	"sp"	4.6	4.6
"MIEGLE_2020"	"CHGX-435-R-1111"	"Narrow"	"1788-04-28"	"TVETENIA"	7	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Tvetenia"	"Orthocladiinae"	""	"Collector"	7	"sp"	5.1	5.1
"MIEGLE_2020"	"CHGX-435-R-1111"	"Narrow"	"1788-04-28"	"TANYPODINAE"	4	TRUE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Tanypodinae"	"Tanypodinae"	""	"Predator"	7	""	7.5	7.5
"MIEGLE_2020"	"CHGX-435-R-1111"	"Narrow"	"1788-04-28"	"NILOTANYPUS"	1	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Nilotanypus"	"Tanypodinae"	"Pentaneurini"	"Predator"	7	"sp"	6.6	6.6
"MIEGLE_2020"	"CHGX-435-R-1111"	"Narrow"	"1788-04-28"	"THIENEMANNIMYIA GROUP"	9	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Thienemannimyia group"	"Orthocladiinae"	""	"Predator"	7	"sp"	8.2	8.2
"MIEGLE_2020"	"CHGX-435-R-1111"	"Narrow"	"1788-04-28"	"DIAMESA"	7	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Diamesa"	"Diamesinae"	"Diamesini"	"Collector"	7	"sp"	8.5	8.5
"MIEGLE_2020"	"CHGX-435-R-1111"	"Narrow"	"1788-04-28"	"SIMULIUM"	2	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Simuliidae"	"Simulium"	"Simuliini"	"Simuliini"	"Filterer"	7	"cn"	5.7	5.7
"MIEGLE_2020"	"CHGX-435-R-1111"	"Narrow"	"1788-04-28"	"ANTOCHA"	2	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Tipulidae"	"Antocha"	""	""	"Collector"	4	"cn"	8	8
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"PHYSA"	1	FALSE	FALSE	"Mollusca"	"Gastropoda"	"Basommatophora"	"Physidae"	"Physa"	"Mollusca"	""	"Scraper"	8	"cb"	7	7
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"EPHEMERELLA"	1	FALSE	FALSE	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Ephemerellidae"	"Ephemerella"	""	""	"Collector"	2	"cn, sw"	2.3	2.3
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"MACCAFFERTIUM"	5	FALSE	FALSE	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Heptageniidae"	"Maccaffertium"	"na"	"na"	"Scraper"	3	"cn"	3	3
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"ACERPENNA"	2	FALSE	FALSE	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Baetidae"	"Acerpenna"	""	""	"Collector"	5	"sw, cn"	2.6	2.6
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"BAETIS"	4	FALSE	FALSE	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Baetidae"	"Baetis"	""	""	"Collector"	5	"sw, cb, cn"	3.9	3.9
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"BOYERIA"	2	FALSE	FALSE	"Arthropoda"	"Insecta"	"Odonata"	"Aeshnidae"	"Boyeria"	""	""	"Predator"	3	"cb, sp"	6.3	6.3
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"CALOPTERYX"	1	FALSE	FALSE	"Arthropoda"	"Insecta"	"Odonata"	"Calopterygidae"	"Calopteryx"	""	""	"Predator"	5	"cb"	8.3	8.3
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"GOMPHIDAE"	1	FALSE	FALSE	"Arthropoda"	"Insecta"	"Odonata"	"Gomphidae"	""	""	""	"Predator"	5	"bu"	2.2	2.2
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"CHEUMATOPSYCHE"	20	FALSE	FALSE	"Arthropoda"	"Insecta"	"Trichoptera"	"Hydropsychidae"	"Cheumatopsyche"	""	""	"Filterer"	5	"cn"	6.5	6.5
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"HYDROPSYCHE"	9	FALSE	FALSE	"Arthropoda"	"Insecta"	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	""	""	"Filterer"	5	"cn"	7.5	7.5
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"TRIAENODES"	4	FALSE	FALSE	"Arthropoda"	"Insecta"	"Trichoptera"	"Leptoceridae"	"Triaenodes"	"Triaenodini"	"Triaenodini"	"Shredder"	4	"sw, cb"	5	5
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"LIMNEPHILIDAE"	2	TRUE	FALSE	"Arthropoda"	"Insecta"	"Trichoptera"	"Limnephilidae"	""	""	""	"Shredder"	4	"cb, sp, cn"	3.4	3.4
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"PYCNOPSYCHE"	2	FALSE	FALSE	"Arthropoda"	"Insecta"	"Trichoptera"	"Limnephilidae"	"Pycnopsyche"	"Stenophylacini"	"Stenophylacini"	"Shredder"	4	"sp, cb, cn"	3.1	3.1
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"CHIMARRA"	10	FALSE	FALSE	"Arthropoda"	"Insecta"	"Trichoptera"	"Philopotamidae"	"Chimarra"	""	""	"Filterer"	3	"cn"	4.4	4.4
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"NEOPHYLAX"	1	FALSE	FALSE	"Arthropoda"	"Insecta"	"Trichoptera"	"Uenoidae"	"Neophylax"	""	""	"Scraper"	3	"cn"	2.7	2.7
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"OPTIOSERVUS"	1	FALSE	FALSE	"Arthropoda"	"Insecta"	"Coleoptera"	"Elmidae"	"Optioservus"	""	""	"Scraper"	5	"cn"	5.4	5.4
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"OULIMNIUS"	3	FALSE	FALSE	"Arthropoda"	"Insecta"	"Coleoptera"	"Elmidae"	"Oulimnius"	""	""	"Scraper"	5	"cn"	2.7	2.7
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"HYDROBIUS"	1	FALSE	FALSE	"Arthropoda"	"Insecta"	"Coleoptera"	"Hydrophilidae"	"Hydrobius"	""	""	"Collector"	5	"cb, cn, sp"	4.1	4.1
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"PSEPHENUS"	1	FALSE	FALSE	"Arthropoda"	"Insecta"	"Coleoptera"	"Psephenidae"	"Psephenus"	""	""	"Scraper"	4	"cn"	4.4	4.4
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"POLYPEDILUM"	1	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Polypedilum"	"Chironominae"	"Chironomini"	"Shredder"	7	"cb, cn"	6.3	6.3
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"TANYTARSINI"	1	TRUE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	""	"Chironominae"	"Tanytarsini"	"Collector"	7	""	3.5	3.5
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"PARATANYTARSUS"	2	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Paratanytarsus"	"Chironominae"	"Tanytarsini"	"Collector"	7	"sp"	7.7	7.7
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"RHEOTANYTARSUS"	9	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Rheotanytarsus"	"Chironominae"	"Tanytarsini"	"Filterer"	7	"cn"	7.2	7.2
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"ORTHOCLADIINAE"	3	TRUE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	""	"Collector"	7	""	7.6	7.6
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"CHAETOCLADIUS"	1	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Chaetocladius"	"Orthocladiinae"	""	"Collector"	7	"sp"	7	7
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"ORTHOCLADIUS"	16	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Orthocladius"	"Orthocladiinae"	""	"Collector"	7	"sp, bu"	9.2	9.2
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"PARAMETRIOCNEMUS"	1	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Parametriocnemus"	"Orthocladiinae"	""	"Collector"	7	"sp"	4.6	4.6
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"TANYPODINAE"	1	TRUE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Tanypodinae"	"Tanypodinae"	""	"Predator"	7	""	7.5	7.5
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"THIENEMANNIMYIA GROUP"	2	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Thienemannimyia group"	"Orthocladiinae"	""	"Predator"	7	"sp"	8.2	8.2
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"SYMPOTTHASTIA"	3	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Sympotthastia"	"Diamesinae"	"Diamesini"	"Collector"	7	"sp"	8.2	8.2
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"PROSIMULIUM"	1	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Simuliidae"	"Prosimulium"	"Prosimuliini"	"Prosimuliini"	"Filterer"	7	"cn"	2.4	2.4
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"STEGOPTERNA"	2	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Simuliidae"	"Stegopterna"	"Prosimuliini"	"Prosimuliini"	"Filterer"	7	"cn"	2.4	2.4
"MIEGLE_2020"	"CHGX-537-R-1111"	"VeryNarrow"	"1788-04-28"	"ANTOCHA"	7	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Tipulidae"	"Antocha"	""	""	"Collector"	4	"cn"	8	8
"MIEGLE_2020"	"CHGX-546-R-1111"	"VeryNarrow"	"1788-04-28"	"GIRARDIA"	4	FALSE	FALSE	"Platyhelminthes"	"Turbellaria"	"Tricladida"	"Dugesiidae"	"Girardia"	""	""	"Predator"	6	"sp"	9.3	9.3
"MIEGLE_2020"	"CHGX-546-R-1111"	"VeryNarrow"	"1788-04-28"	"LUMBRICULIDAE"	2	FALSE	FALSE	"Annelida"	"Oligochaeta"	"Lumbriculida"	"Lumbriculidae"	""	""	""	"Collector"	10	"bu"	6.6	6.6
"MIEGLE_2020"	"CHGX-546-R-1111"	"VeryNarrow"	"1788-04-28"	"LIRCEUS"	1	FALSE	FALSE	"Arthropoda"	"Malacostraca"	"Isopoda"	"Asellidae"	"Lirceus"	"Crustacea"	""	"Collector"	8	"sp"	3.3	3.3
"MIEGLE_2020"	"CHGX-546-R-1111"	"VeryNarrow"	"1788-04-28"	"EPHEMERELLA"	2	FALSE	FALSE	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Ephemerellidae"	"Ephemerella"	""	""	"Collector"	2	"cn, sw"	2.3	2.3
"MIEGLE_2020"	"CHGX-546-R-1111"	"VeryNarrow"	"1788-04-28"	"BAETIS"	21	FALSE	FALSE	"Arthropoda"	"Insecta"	"Ephemeroptera"	"Baetidae"	"Baetis"	""	""	"Collector"	5	"sw, cb, cn"	3.9	3.9
"MIEGLE_2020"	"CHGX-546-R-1111"	"VeryNarrow"	"1788-04-28"	"CORDULEGASTER"	1	FALSE	FALSE	"Arthropoda"	"Insecta"	"Odonata"	"Cordulegastridae"	"Cordulegaster"	""	""	"Predator"	3	"bu"	2.4	2.4
"MIEGLE_2020"	"CHGX-546-R-1111"	"VeryNarrow"	"1788-04-28"	"NIGRONIA"	1	FALSE	FALSE	"Arthropoda"	"Insecta"	"Megaloptera"	"Corydalidae"	"Nigronia"	""	""	"Predator"	2	"cn, cb"	1.4	1.4
"MIEGLE_2020"	"CHGX-546-R-1111"	"VeryNarrow"	"1788-04-28"	"GLOSSOSOMA"	1	FALSE	FALSE	"Arthropoda"	"Insecta"	"Trichoptera"	"Glossosomatidae"	"Glossosoma"	"Glossosomatini"	"Glossosomatini"	"Scraper"	1	"cn"	0	0
"MIEGLE_2020"	"CHGX-546-R-1111"	"VeryNarrow"	"1788-04-28"	"CHEUMATOPSYCHE"	5	FALSE	FALSE	"Arthropoda"	"Insecta"	"Trichoptera"	"Hydropsychidae"	"Cheumatopsyche"	""	""	"Filterer"	5	"cn"	6.5	6.5
"MIEGLE_2020"	"CHGX-546-R-1111"	"VeryNarrow"	"1788-04-28"	"HYDROPSYCHE"	19	FALSE	FALSE	"Arthropoda"	"Insecta"	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	""	""	"Filterer"	5	"cn"	7.5	7.5
"MIEGLE_2020"	"CHGX-546-R-1111"	"VeryNarrow"	"1788-04-28"	"CHIMARRA"	17	FALSE	FALSE	"Arthropoda"	"Insecta"	"Trichoptera"	"Philopotamidae"	"Chimarra"	""	""	"Filterer"	3	"cn"	4.4	4.4
"MIEGLE_2020"	"CHGX-546-R-1111"	"VeryNarrow"	"1788-04-28"	"DOLOPHILODES"	4	FALSE	FALSE	"Arthropoda"	"Insecta"	"Trichoptera"	"Philopotamidae"	"Dolophilodes"	""	""	"Filterer"	3	"cn"	1.7	1.7
"MIEGLE_2020"	"CHGX-546-R-1111"	"VeryNarrow"	"1788-04-28"	"RHYACOPHILA"	1	FALSE	FALSE	"Arthropoda"	"Insecta"	"Trichoptera"	"Rhyacophilidae"	"Rhyacophila"	""	""	"Predator"	1	"cn"	2.1	2.1
"MIEGLE_2020"	"CHGX-546-R-1111"	"VeryNarrow"	"1788-04-28"	"ELMIDAE"	3	TRUE	FALSE	"Arthropoda"	"Insecta"	"Coleoptera"	"Elmidae"	""	""	""	"Collector"	5	"cn"	4.8	4.8
"MIEGLE_2020"	"CHGX-546-R-1111"	"VeryNarrow"	"1788-04-28"	"OPTIOSERVUS"	4	FALSE	FALSE	"Arthropoda"	"Insecta"	"Coleoptera"	"Elmidae"	"Optioservus"	""	""	"Scraper"	5	"cn"	5.4	5.4
"MIEGLE_2020"	"CHGX-546-R-1111"	"VeryNarrow"	"1788-04-28"	"OULIMNIUS"	4	FALSE	FALSE	"Arthropoda"	"Insecta"	"Coleoptera"	"Elmidae"	"Oulimnius"	""	""	"Scraper"	5	"cn"	2.7	2.7
"MIEGLE_2020"	"CHGX-546-R-1111"	"VeryNarrow"	"1788-04-28"	"PSEPHENUS"	2	FALSE	FALSE	"Arthropoda"	"Insecta"	"Coleoptera"	"Psephenidae"	"Psephenus"	""	""	"Scraper"	4	"cn"	4.4	4.4
"MIEGLE_2020"	"CHGX-546-R-1111"	"VeryNarrow"	"1788-04-28"	"ORTHOCLADIINAE"	3	TRUE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Orthocladiinae"	"Orthocladiinae"	""	"Collector"	7	""	7.6	7.6
"MIEGLE_2020"	"CHGX-546-R-1111"	"VeryNarrow"	"1788-04-28"	"CRICOTOPUS"	4	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Cricotopus"	"Orthocladiinae"	""	"Shredder"	7	"cn, bu"	9.6	9.6
"MIEGLE_2020"	"CHGX-546-R-1111"	"VeryNarrow"	"1788-04-28"	"ORTHOCLADIUS"	10	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Orthocladius"	"Orthocladiinae"	""	"Collector"	7	"sp, bu"	9.2	9.2
"MIEGLE_2020"	"CHGX-546-R-1111"	"VeryNarrow"	"1788-04-28"	"PARAMETRIOCNEMUS"	2	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Parametriocnemus"	"Orthocladiinae"	""	"Collector"	7	"sp"	4.6	4.6
"MIEGLE_2020"	"CHGX-546-R-1111"	"VeryNarrow"	"1788-04-28"	"THIENEMANNIELLA"	1	FALSE	FALSE	"Arthropoda"	"Insecta"	"Diptera"	"Chironomidae"	"Thienemanniella"	"Orthocladiinae"	""	"Collector"	7	"sp"	5.1	5.1
